"id","RTO","Location","state"
"2988","MH49","DY.RTO, NAGPUR (EAST)","MH:Maharashtra"
"2989","MH50","DY.RTO, KARAD","MH:Maharashtra"
"2990","MN01","DTO, IMPHAL WEST","MN:Manipur"
"2991","MN02","DTO, CHURACHANDPUR","MN:Manipur"
"2992","MN03","DTO, KANGPOKPI","MN:Manipur"
"2993","MN04","DTO, THOUBAL","MN:Manipur"
"2994","MN05","DTO, BISHNUPUR","MN:Manipur"
"2995","MN06","DTO, IMPHAL EAST","MN:Manipur"
"2996","MN07","Ukhrul","MN:Manipur"
"2997","MN08","Senapati","MN:Manipur"
"2998","ML04","DTO,JOWAI","ML:Meghalaya"
"2999","ML05","DTO,SHILLONG","ML:Meghalaya"
"3000","ML06","DTO,NONGSTOIN","ML:Meghalaya"
"3001","ML07","DTO,WILLIAMANAGAR","ML:Meghalaya"
"3002","ML08","DTO,TURA","ML:Meghalaya"
"3003","ML09","DTO,BAGHMARA","ML:Meghalaya"
"3004","ML10","DTO,NONGPOH","ML:Meghalaya"
"3005","ML11","DTO KHLIEHRIAT","ML:Meghalaya"
"3006","ML12","DTO MAWKYRWAT","ML:Meghalaya"
"3007","ML13","DTO RESUBELPARA","ML:Meghalaya"
"3008","ML14","DTO AMPATI","ML:Meghalaya"
"3009","MZ01","DTO,AIZAWL","MZ:Mizoram"
"3010","MZ02","DTO,LUNGLEI","MZ:Mizoram"
"3011","MZ03","DTO,SAIHA","MZ:Mizoram"
"3012","MZ04","DTO,CHAMPHAI","MZ:Mizoram"
"3013","MZ05","DTO,KOLASIB","MZ:Mizoram"
"3014","MZ06","DTO,SERCHHIP","MZ:Mizoram"
"3015","MZ07","DTO,LAWNGTLAI","MZ:Mizoram"
"3016","MZ08","DTO,MAMIT","MZ:Mizoram"
"3017","NL01","RTO, KOHIMA","NL:Nagaland"
"3018","NL02","RTO, MOKOKCHUNG","NL:Nagaland"
"3019","NL03","DTO, TUENSANG","NL:Nagaland"
"3020","NL04","DTO, MON","NL:Nagaland"
"3021","NL05","DTO, WOKHA","NL:Nagaland"
"3022","NL06","DTO, ZUNHEBOTO","NL:Nagaland"
"3023","NL07","DTO, DIMAPUR","NL:Nagaland"
"3024","NL08","DTO, PHEK","NL:Nagaland"
"3436","UP11","RTO,SAHARANPUR","UP:Uttar Pradesh"
"3437","UP12","ASST.RTO,MUZAFFARNAGAR","UP:Uttar Pradesh"
"3438","UP13","ASST.RTO, BULANDSHAHAR","UP:Uttar Pradesh"
"3439","UP14","RTO, GHAZIABAD","UP:Uttar Pradesh"
"3440","UP15","RTO, MEERUT","UP:Uttar Pradesh"
"3441","UP16","ASST.RTO, GAUTAMBUDHNAGAR","UP:Uttar Pradesh"
"3442","UP17","ASST.RTO, BAGHPAT","UP:Uttar Pradesh"
"3443","UP19","ARTO OFFICE,SHAMLI","UP:Uttar Pradesh"
"3444","UP20","ASST.RTO, BIJNOR","UP:Uttar Pradesh"
"3445","UP21","RTO, MORADABAD","UP:Uttar Pradesh"
"3446","UP22","ASST.RTO, RAMPUR","UP:Uttar Pradesh"
"3447","UP23","ASST.RTO, JYOTIBAPHULE NAGAR","UP:Uttar Pradesh"
"3448","UP24","ASST.RTO, BADAUN","UP:Uttar Pradesh"
"3449","UP25","RTO, BAREILLY","UP:Uttar Pradesh"
"3450","UP26","ASST.RTO, PILIBHIT","UP:Uttar Pradesh"
"3451","UP27","ASST.RTO, SHAHJAHANPUR","UP:Uttar Pradesh"
"3452","UP30","ASST.RTO, HARDOI","UP:Uttar Pradesh"
"3453","UP31","ASST.RTO, LAKHIMPUR KHIRI","UP:Uttar Pradesh"
"3454","UP32","RTO, LUCKNOW","UP:Uttar Pradesh"
"3455","UP32A","ARTO, MAHANAGAR LUCKNOW","UP:Uttar Pradesh"
"3456","UP33","ASST.RTO, RAEBARELI","UP:Uttar Pradesh"
"3457","UP34","ASST.RTO, SITAPUR","UP:Uttar Pradesh"
"3458","UP35","ASST.RTO, UNNAO","UP:Uttar Pradesh"
"3459","UP36","ARTO OFFICE,AMETHI","UP:Uttar Pradesh"
"3460","UP37","ARTO OFFICE,HAPUR","UP:Uttar Pradesh"
"3461","UP38","ARTO OFFICE,SAMBHAL","UP:Uttar Pradesh"
"3462","UP40","ASST.RTO, BAHRAICH","UP:Uttar Pradesh"
"3463","UP41","ASST.RTO, BARABANKI","UP:Uttar Pradesh"
"3464","UP42","RTO, FAIZABAD","UP:Uttar Pradesh"
"3465","UP43","RTO, GONDA","UP:Uttar Pradesh"
"3466","UP44","ASST.RTO, SULTANPUR","UP:Uttar Pradesh"
"3467","UP45","ASST.RTO, AMBEDKAR NAGAR","UP:Uttar Pradesh"
"3468","UP46","ASST.RTO, SHRAVASTI","UP:Uttar Pradesh"
"3469","UP47","ASST.RTO, BALRAMPUR","UP:Uttar Pradesh"
"3470","UP50","RTO, AZAMGARH","UP:Uttar Pradesh"
"3471","UP51","RTO, BASTI","UP:Uttar Pradesh"
"3472","UP52","ASST.RTO, DEORIA","UP:Uttar Pradesh"
"3473","UP53","RTO, GORAKHPUR","UP:Uttar Pradesh"
"3474","UP54","ASST.RTO, MAU","UP:Uttar Pradesh"
"3475","UP55","ASST.RTO, SIDDHARTHNAGAR","UP:Uttar Pradesh"
"3476","UP56","ASST.RTO, MAHRAJGANJ","UP:Uttar Pradesh"
"3477","UP57","ASST.RTO, PADRAUNA (KRUSHI NAGAR)","UP:Uttar Pradesh"
"3478","UP58","ASST.RTO, SANT KABIR NAGAR","UP:Uttar Pradesh"
"3479","UP60","ASST.RTO, BALLIA","UP:Uttar Pradesh"
"3480","UP61","ASST.RTO, GHAZIPUR","UP:Uttar Pradesh"
"3481","UP62","ASST.RTO, JAUNPUR","UP:Uttar Pradesh"
"3482","UP63","RTO, MIRZAPUR","UP:Uttar Pradesh"
"3483","UP64","ASST.RTO, SONBHADRA","UP:Uttar Pradesh"
"3484","UP65","RTO, VARANASI","UP:Uttar Pradesh"
"3485","UP65A","RTO EXTENTION COUNTER OFFICE, VARANASI","UP:Uttar Pradesh"
"3486","UP66","ASST.RTO, BHADOHI","UP:Uttar Pradesh"
"3487","UP67","ASST.RTO, CHANDAULI","UP:Uttar Pradesh"
"3488","UP70","RTO, ALLAHABAD","UP:Uttar Pradesh"
"3489","UP71","ASST.RTO, FATEHPUR","UP:Uttar Pradesh"
"3490","UP72","ASST.RTO, PRATAPGARH","UP:Uttar Pradesh"
"3491","UP73","ASST.RTO, KAUSHAMBI","UP:Uttar Pradesh"
"3492","UP74","ASST.RTO, KANNAUJ","UP:Uttar Pradesh"
"3493","UP75","ASST.RTO, ETAWAH","UP:Uttar Pradesh"
"3494","UP76","ASST.RTO, FARRUKHABAD","UP:Uttar Pradesh"
"3495","UP77","ASST.RTO, KANPUR DEHAT","UP:Uttar Pradesh"
"3496","UP78","RTO, KANPUR NAGAR","UP:Uttar Pradesh"
"3497","UP79","ASST.RTO, AURAIYA","UP:Uttar Pradesh"
"3498","UP80","RTO, AGRA","UP:Uttar Pradesh"
"3499","UP81","RTO, ALIGARH","UP:Uttar Pradesh"
"3500","UP82","ASST.RTO, ETAH","UP:Uttar Pradesh"
"3501","UP83","ASST.RTO, FIROZABAD","UP:Uttar Pradesh"
"3502","UP84","ASST.RTO, MAINPURI","UP:Uttar Pradesh"
"3503","UP85","ASST.RTO, MATHURA","UP:Uttar Pradesh"
"3504","UP86","ASST.RTO, HATHRASH (MAHAMAYA NAGAR)","UP:Uttar Pradesh"
"3505","UP87","ASST.RTO, KANSHIRAM NAGAR","UP:Uttar Pradesh"
"3506","UP90","RTO, BANDA","UP:Uttar Pradesh"
"3507","UP91","ASST.RTO, HAMIRPUR","UP:Uttar Pradesh"
"3508","UP92","ASST.RTO, JALAUN","UP:Uttar Pradesh"
"3509","UP93","RTO, JHANSI","UP:Uttar Pradesh"
"3510","UP94","ASST.RTO, LALITPUR","UP:Uttar Pradesh"
"3511","UP95","ASST.RTO, MAHOBA","UP:Uttar Pradesh"
"3512","UP96","ASST.RTO, CHITRAKOOT DHAM","UP:Uttar Pradesh"
"3513","WB01","PUBLIC VEHICLES DEPARTMENT","WB:West Bengal"
"3514","WB05","PUBLIC VEHICLES DEPARTMENT, KASBA UNIT","WB:West Bengal"
"3515","WB07","PUBLIC VEHICLES DEPARTMENT, SALT LAKE UNIT","WB:West Bengal"
"3516","WB09","PUBLIC VEHICLES DEPARTMENT, BEHALA UNIT","WB:West Bengal"
"3517","WB11","RTO,HOWRAH","WB:West Bengal"
"3518","WB13","ARTO ULUBERIA","WB:West Bengal"
"3519","WB15","RTO,HOOGHLY","WB:West Bengal"
"3520","WB17","ARTO SERAMPORE","WB:West Bengal"
"3521","WB19","RTO,ALIPUR","WB:West Bengal"
"3522","WB21","ARTO BASIRHAT","WB:West Bengal"
"3523","WB23","ADDL.RTO, BARRACKPORE","WB:West Bengal"
"3524","WB25","RTO,BARASAT","WB:West Bengal"
"3525","WB27","ARTO BONGAON","WB:West Bengal"
"3526","WB29","RTO,TAMLUK","WB:West Bengal"
"3527","WB31","RTO,CONTAI","WB:West Bengal"
"3528","WB33","RTO,MEDINIPUR","WB:West Bengal"
"3529","WB35","ARTO KHRAGPUR","WB:West Bengal"
"3530","WB37","ADDL.RTO,ASANSOLE","WB:West Bengal"
"3531","WB39","ADDL.RTO,DURGAPUR","WB:West Bengal"
"3532","WB41","RTO,BURDWAN","WB:West Bengal"
"3533","WB43","ARTO KALNA","WB:West Bengal"
"3534","WB45","ARTO RAMPURHAT","WB:West Bengal"
"3535","WB47","ARTO BOLPUR","WB:West Bengal"
"3536","WB49","ARTO JHARGRAM","WB:West Bengal"
"3537","WB51","RTO,NADIA","WB:West Bengal"
"3538","WB53","RTO,BIRBHUM","WB:West Bengal"
"3539","WB55","RTO,PURULIA","WB:West Bengal"
"3540","WB57","RTO,MURSHIDABAD","WB:West Bengal"
"3541","WB59","RTO,RAIGUNJ","WB:West Bengal"
"3542","WB61","RTO,BALUGHAT","WB:West Bengal"
"3543","WB63","RTO,COOCH BEHAR","WB:West Bengal"
"3544","WB65","RTO,MALDA","WB:West Bengal"
"3545","WB67","RTO,BANKURA","WB:West Bengal"
"3546","WB69","RTO,ALIPURDUAR","WB:West Bengal"
"3547","WB71","RTO,JALPAIGURI","WB:West Bengal"
"3548","WB73","RTO,SILIGURI","WB:West Bengal"
"3549","WB77","RTO,DARJEELING","WB:West Bengal"
"3550","WB81","ARTO RAGHUNATHPUR","WB:West Bengal"
"3551","WB83","ARTO CHANCHAL","WB:West Bengal"
"3552","WB85","ARTO MATHABHANGA","WB:West Bengal"
"3553","WB87","ARTO BISHNUPUR","WB:West Bengal"
"3554","WB89","ARTO KALYANI","WB:West Bengal"
"3555","WB91","ARTO ISLAMPUR","WB:West Bengal"
"3556","WB93","ARTO JANGIPUR","WB:West Bengal"
"3557","WB95","ARTO BARUIPUR","WB:West Bengal"
"3558","WB97","ARTO DIAMOND HARBOUR","WB:West Bengal"
"3605","TS13","RTA-HYDERABAD-WZ","TS:Telangana"
"3606","TS15","RTA MEDAK-SANGAREDDY","TS:Telangana"
"3607","TS16","RTA NIZAMABAD","TS:Telangana"
