"id","RTO","Location","state"
"2626","HR68","RTA,PANCHKULA","HR:Haryana"
"2627","HR69","RTA,SONIPAT","HR:Haryana"
"2628","HR70","STA,HARYANA(HQ)","HR:Haryana"
"2629","HR71","RLA, BILASPUR","HR:Haryana"
"2630","HR72","RLA, GURGAON(SOUTH)","HR:Haryana"
"2631","HR73","RTA,PALWAL","HR:Haryana"
"2632","HR74","RTA,MEWAT(NUH)","HR:Haryana"
"2633","HR75","SDO(CIVIL),INDIRI","HR:Haryana"
"2634","HR76","SDO(CIVIL),PATAUDI","HR:Haryana"
"2635","HR77","SDO(CIVIL),BERI","HR:Haryana"
"2636","HR78","RLA,SHAHABAD","HR:Haryana"
"2637","HR79","RLA,KHARKHONDA","HR:Haryana"
"2638","HR80","RLA,SDO(CIVIL), BARWALA","HR:Haryana"
"2639","HR81","RLA, SDO(CIVIL), BAWAL","HR:Haryana"
"2640","HR82","SDM OFFICE,KANINA","HR:Haryana"
"2641","HR83","RLA, KALAYAT","HR:Haryana"
"2642","HP03","RLA,SHIMLA-URBAN","HP:Himachal Pradesh"
"2643","HP06","RLA,RAMPUR","HP:Himachal Pradesh"
"2644","HP08","RLA,CHAUPAL","HP:Himachal Pradesh"
"2645","HP09","RLA,THEOG","HP:Himachal Pradesh"
"2646","HP10","RLA,ROHRU","HP:Himachal Pradesh"
"2647","HP11","RLA,ARKI","HP:Himachal Pradesh"
"2648","HP12","RLA,NALAGARH","HP:Himachal Pradesh"
"2649","HP13","RLA,KANDAGHAT","HP:Himachal Pradesh"
"2650","HP14","RLA,SOLAN","HP:Himachal Pradesh"
"2651","HP15","RLA,PARWANOO","HP:Himachal Pradesh"
"2652","HP16","RLA,RAJGARH","HP:Himachal Pradesh"
"2653","HP17","RLA,PONTA SAHIB","HP:Himachal Pradesh"
"2654","HP18","RLA,NAHAN","HP:Himachal Pradesh"
"2655","HP19","RLA,AMB","HP:Himachal Pradesh"
"2656","HP20","RLA,UNA","HP:Himachal Pradesh"
"2657","HP21","RLA,BARSAR","HP:Himachal Pradesh"
"2658","HP22","RLA,HAMIRPUR","HP:Himachal Pradesh"
"2659","HP23","RLA,GHUMARWIN","HP:Himachal Pradesh"
"2660","HP24","RLA,BILASPUR SADAR","HP:Himachal Pradesh"
"2661","HP25","RLA,KALPA","HP:Himachal Pradesh"
"2662","HP26","RLA,NICHAR (BHABANAGAR)","HP:Himachal Pradesh"
"2663","HP27","RLA,POOH","HP:Himachal Pradesh"
"2664","HP28","RLA,SARKAGHAT","HP:Himachal Pradesh"
"2665","HP29","RLA,JOGINDERNAGAR","HP:Himachal Pradesh"
"2666","HP30","RLA,KARSOG","HP:Himachal Pradesh"
"2667","HP31","RLA,SUNDERNAGAR","HP:Himachal Pradesh"
"2668","HP32","RLA,GOHAR","HP:Himachal Pradesh"
"2669","HP33","RLA,MANDI SADAR","HP:Himachal Pradesh"
"2670","HP34","RLA,KULLU","HP:Himachal Pradesh"
"2671","HP35","RLA,ANNI","HP:Himachal Pradesh"
"2672","HP36","RLA,DEHRA","HP:Himachal Pradesh"
"2673","HP37","RLA,PALAMPUR","HP:Himachal Pradesh"
"2674","HP38","RLA,NURPUR","HP:Himachal Pradesh"
"2675","HP39","RLA,DHARAMSALA","HP:Himachal Pradesh"
"2676","HP40","RLA,KANGRA","HP:Himachal Pradesh"
"2677","HP41","RLA,KAZA","HP:Himachal Pradesh"
"2678","HP42","RLA,KEYLONG","HP:Himachal Pradesh"
"2679","HP43","RLA,UDAIPUR","HP:Himachal Pradesh"
"2680","HP44","RLA,CHURAH","HP:Himachal Pradesh"
"2681","HP45","RLA,PANGI","HP:Himachal Pradesh"
"2682","HP46","RLA,BHARMOUR","HP:Himachal Pradesh"
"2683","HP47","RLA,DALHOUSIE","HP:Himachal Pradesh"
"2684","HP48","RLA,CHAMBA","HP:Himachal Pradesh"
"2685","HP49","RLA,BANJAR","HP:Himachal Pradesh"
"2686","HP51","RLA,SHIMLA-RURAL","HP:Himachal Pradesh"
"2687","HP53","RLA,BAIJNATH","HP:Himachal Pradesh"
"2688","HP54","RLA,JAWALI","HP:Himachal Pradesh"
"2689","HP55","RLA,NADUAN","HP:Himachal Pradesh"
"2690","HP56","RLA,JAISINGHPUR","HP:Himachal Pradesh"
"2691","HP57","RLA,CHOWARI","HP:Himachal Pradesh"
"2692","HP58","RLA,MANALI","HP:Himachal Pradesh"
"2693","HP62","RLA,STA SHIMLA","HP:Himachal Pradesh"
"2694","HP63","RTO,SHIMLA","HP:Himachal Pradesh"
"2695","HP64","RTO,SOLAN","HP:Himachal Pradesh"
"2696","HP65","RTO,MANDI","HP:Himachal Pradesh"
"2697","HP66","RTO,KULLU","HP:Himachal Pradesh"
"2698","HP67","RTO,HAMIRPUR","HP:Himachal Pradesh"
"2699","HP68","RTO,KANGRA","HP:Himachal Pradesh"
"2700","HP69","RTO,BILASPUR","HP:Himachal Pradesh"
"2701","HP71","RTO,NAHAN","HP:Himachal Pradesh"
"2702","HP72","RTO,UNA","HP:Himachal Pradesh"
"2703","HP73","RTO,CHAMBA","HP:Himachal Pradesh"
"2704","HP74","RLA,BHORANJ","HP:Himachal Pradesh"
"2705","HP76","RLA,PADDHAR","HP:Himachal Pradesh"
"2706","HP77","RLA,DODRA KAWAR","HP:Himachal Pradesh"
"2707","HP78","RLA,BANGANA","HP:Himachal Pradesh"
"2708","HP79","RLA SANGRAH","HP:Himachal Pradesh"
"2709","HP80","RLA HAROLI","HP:Himachal Pradesh"
"2710","HP81","RLA SALOONI","HP:Himachal Pradesh"
"2711","HP82","RLA MANDI (RURAL)","HP:Himachal Pradesh"
"2712","HP83","RLA JAWALAMUKHI","HP:Himachal Pradesh"
"2713","HP84","RLA SUJANPUR","HP:Himachal Pradesh"
"2714","HP85","RLA SHILLAI","HP:Himachal Pradesh"
"2715","HP86","RLA DHARAMPUR","HP:Himachal Pradesh"
"2716","JK01","RTO,KASHMIR","JK:Jammu and Kashmir"
"2717","JK02","RTO,JAMMU","JK:Jammu and Kashmir"
"2718","JK03","ASST.RTO,ANANTNAG","JK:Jammu and Kashmir"
"2719","JK04","ASST.RTO,BUDGAM","JK:Jammu and Kashmir"
"2720","JK05","ASST.RTO,BARAMULLA","JK:Jammu and Kashmir"
"2721","JK06","ASST.RTO,DODA","JK:Jammu and Kashmir"
"2722","JK07","ASST.RTO,KARGIL","JK:Jammu and Kashmir"
"2723","JK08","ASST.RTO,KATHUA","JK:Jammu and Kashmir"
"2724","JK09","ASST.RTO,KUPWARA","JK:Jammu and Kashmir"
"2725","JK10","ASST.RTO,LEH","JK:Jammu and Kashmir"
"2726","JK11","ASST.RTO,RAJOURI","JK:Jammu and Kashmir"
"2727","JK12","ASST.RTO,POONCH","JK:Jammu and Kashmir"
"2728","JK13","ASST.RTO,PULWAMA","JK:Jammu and Kashmir"
"2729","JK14","ASST.RTO,UDHAMPUR","JK:Jammu and Kashmir"
"2730","JK15","ARTO BANDIPORA","JK:Jammu and Kashmir"
"2731","JK16","ARTO GANDERBAL","JK:Jammu and Kashmir"
"2732","JK17","ARTO KISHTWAR","JK:Jammu and Kashmir"
"2733","JK18","ARTO KULGAM","JK:Jammu and Kashmir"
"2734","JK19","ARTO RAMBAN","JK:Jammu and Kashmir"
"2735","JK20","ARTO REASI","JK:Jammu and Kashmir"
"2736","JK21","ARTO SAMBA","JK:Jammu and Kashmir"
"2737","JK22","ARTO SHOPIAN","JK:Jammu and Kashmir"
"2738","JH01","DTO,RANCHI","JH:Jharkhand"
"2739","JH02","DTO,HAZARIBAG","JH:Jharkhand"
"2740","JH03","DTO,DALTONGANJ,PALAMU","JH:Jharkhand"
"2741","JH04","DTO,DUMKA","JH:Jharkhand"
"2742","JH05","DTO,EAST SINGHBHUM,JAMSHEDPUR","JH:Jharkhand"
"2743","JH06","DTO,WEST SINGHBHUM,CHAIBASA","JH:Jharkhand"
"2744","JH07","DTO,GUMLA","JH:Jharkhand"
"2745","JH08","DTO,LOHARDAGA","JH:Jharkhand"
"2746","JH09","DTO,BOKARO","JH:Jharkhand"
"2747","JH10","DTO,DHANBAD","JH:Jharkhand"
"2748","JH11","DTO,GIRIDIH","JH:Jharkhand"
"2749","JH12","DTO,KODERMA","JH:Jharkhand"
"2750","JH13","DTO,CHATRA","JH:Jharkhand"
"2751","JH14","DTO,GARHWA","JH:Jharkhand"
"2752","JH15","DTO,DEOGHAR","JH:Jharkhand"
"2753","JH16","DTO,PAKUR","JH:Jharkhand"
"2754","JH17","DTO,GODDA","JH:Jharkhand"
"2755","JH18","DTO,SAHEBGANJ","JH:Jharkhand"
"2756","JH19","DTO,LATEHAR","JH:Jharkhand"
"2757","JH20","DTO,SIMDEGA","JH:Jharkhand"
"2758","JH21","DTO,JAMTARA","JH:Jharkhand"
"2759","JH22","DTO,SARAIKELA-KHARSAWAN","JH:Jharkhand"
"2760","JH23","D.T.O. Khunti","JH:Jharkhand"
"2761","JH24","D.T.O. Ramgarh","JH:Jharkhand"
"3311","TN58Z","UNIT OFFICE, THIRUMANGALAM,","TN:Tamil Nadu"
"3312","TN59","RTO,MADURAI   (NORTH)","TN:Tamil Nadu"
"3313","TN59V","UNIT OFFICE, VADIPATTI,","TN:Tamil Nadu"
"3314","TN59W","UNIT OFFICE, MELUR,","TN:Tamil Nadu"
"3315","TN60","RTO, PERIYAKULAM","TN:Tamil Nadu"
"3316","TN60Z","UNIT OFFICE, UTHAMAPALAYAM,","TN:Tamil Nadu"
"3317","TN61","RTO, ARIYALUR","TN:Tamil Nadu"
"3318","TN63","RTO, SIVAGANGAI","TN:Tamil Nadu"
"3319","TN63Z","UNIT OFFICE, KARAIKUDI","TN:Tamil Nadu"
"3320","TN64","RTO, MADURAI (CENTRAL)","TN:Tamil Nadu"
"3321","TN65","RTO, RAMANATHAPURAM","TN:Tamil Nadu"
"3322","TN65Z","UNIT OFFICE, PARAMAKUDI,","TN:Tamil Nadu"
"3323","TN66","RTO,COIMBATORE (CENTRAL)","TN:Tamil Nadu"
"3324","TN67","RTO, VIRUDHUNAGAR","TN:Tamil Nadu"
"3325","TN67W","UO, ARUPPUKOTTAI","TN:Tamil Nadu"
"3326","TN68","RTO,KUMBAKONAM","TN:Tamil Nadu"
"3327","TN69","RTO, TUTICORIN","TN:Tamil Nadu"
"3328","TN69Z","UNIT OFFICE, KOVILPATTI,","TN:Tamil Nadu"
"3329","TN70","RTO, HOSUR","TN:Tamil Nadu"
"3330","TN72","RTO,TIRUNELVELI","TN:Tamil Nadu"
"3331","TN72V","UNIT OFFICE, VALLIYUR ,","TN:Tamil Nadu"
"3332","TN73","RTO, RANIPET","TN:Tamil Nadu"
"3333","TN73Z","UNIT OFFICE, ARAKKONAM,","TN:Tamil Nadu"
"3334","TN74","RTO, NAGERCOIL","TN:Tamil Nadu"
"3335","TN75","RTO, MARTHANDAM","TN:Tamil Nadu"
"3336","TN76","RTO,TENKASI","TN:Tamil Nadu"
"3337","TN76V","UO, AMBASAMUDURAM","TN:Tamil Nadu"
"3338","TN77","RTO OFFICE, ATTUR","TN:Tamil Nadu"
"3339","TN77Z","UO, VALAPADY","TN:Tamil Nadu"
"3340","TN78","RTO OFFICE, DHARAPURAM,","TN:Tamil Nadu"
"3341","TN78Z","UO, UDUMALPET","TN:Tamil Nadu"
"3342","TN79","RTO, SANKARANKOIL,","TN:Tamil Nadu"
"3343","TN81","RTO, TIRUCHIRAPPALLI EAST","TN:Tamil Nadu"
"3344","TN81Z","UO, TIRUVERAMBUR","TN:Tamil Nadu"
"3345","TN82","RTO, MAYILADUTHURAI,","TN:Tamil Nadu"
"3346","TN82Z","UO, SIRKALI","TN:Tamil Nadu"
"3347","TN83","RTO,VANIYAMBADI","TN:Tamil Nadu"
"3348","TN83Z","UO, TIRUPATTUR","TN:Tamil Nadu"
"3349","TN84","RTO, SRIVILLIPUTHUR,","TN:Tamil Nadu"
"3350","TN84Z","UO, SIVAKASI","TN:Tamil Nadu"
"3351","TN85","RTO, KUNDRATHUR","TN:Tamil Nadu"
"3352","TN86","RTO, ERODE WEST","TN:Tamil Nadu"
"3353","TN88","RTO, NAMAKKAL- SOUTH","TN:Tamil Nadu"
"3354","TN88Z","UO, PARAMATHIVELLUR","TN:Tamil Nadu"
"3355","TN90","RTO, SALEM SOUTH","TN:Tamil Nadu"
"3356","TN91","The Regional Transport Office, Chidambaram,","TN:Tamil Nadu"
"3357","TN91Y","The Motor Vehicles Inspector, Unit Office, Neyveli","TN:Tamil Nadu"
"3358","TN91Z","The Motor Vehicles Inspector,Unit Office,","TN:Tamil Nadu"
"3359","TN92","The Regional Transport Office, Tiruchendur","TN:Tamil Nadu"
"3360","TN99","RTO, COIMBATORE WEST","TN:Tamil Nadu"
"3361","TS001","RTA ADILABAD","TS:Telangana"
"3362","TS002","RTA KARIMNAGAR","TS:Telangana"
"3363","TS003","RTA WARANGAL","TS:Telangana"
"3364","TS004","RTA KHAMMAM","TS:Telangana"
"3365","TS005","RTA NALGONDA","TS:Telangana"
"3366","TS006","RTA MAHABOOBNAGAR","TS:Telangana"
"3367","TS007","RTA RANGAREDDY","TS:Telangana"
"3368","TS008","RTA RANGAREDDY EAST","TS:Telangana"
"3369","TS009","RTA-HYDERABAD-CZ","TS:Telangana"
"3370","TS010","RTA-HYDERABAD-NZ","TS:Telangana"
"3371","TS011","RTA-HYDERABAD-EZ","TS:Telangana"
"3372","TS012","RTA-HYDERABAD-SZ","TS:Telangana"
"3373","TS013","RTA-HYDERABAD-WZ","TS:Telangana"
"3374","TS015","RTA MEDAK-SANGAREDDY","TS:Telangana"
"3375","TS016","RTA NIZAMABAD","TS:Telangana"
"3376","TS101","RTA MANCHERIAL","TS:Telangana"
"3377","TS102","UNIT OFFICE HUZURABAD","TS:Telangana"
"3378","TS103","UNIT OFFICE JANGOAN","TS:Telangana"
"3379","TS104","UNIT OFFICE BHADRACHALAM","TS:Telangana"
"3380","TS105","UNIT OFFICE BHONGIR","TS:Telangana"
"3381","TS106","UNIT OFFICE GADWAL","TS:Telangana"
"3382","TS107","RTA MEDCHAL","TS:Telangana"
"3383","TS108","RTA IBRAHIMPATNAM","TS:Telangana"
"3384","TS115","RTA SIDDIPET","TS:Telangana"
"3385","TS116","UNIT OFFICE ARMOOR","TS:Telangana"
"3386","TS201","UNIT OFFICE ASIFABAD","TS:Telangana"
"3387","TS202","UNIT OFFICE JAGITYAL","TS:Telangana"
"3388","TS203","UNIT OFFICE MAHABUBABAD","TS:Telangana"
"3389","TS204","UNIT OFFICE KOTHAGUDEM","TS:Telangana"
"3390","TS205","UNIT OFFICE KODAD","TS:Telangana"
"3391","TS206","UNIT OFFICE KALWAKURTHY","TS:Telangana"
"3392","TS207","UNIT OFFICE PARGI","TS:Telangana"
"3393","TS215","UNIT OFFICE ZAHIRABAD","TS:Telangana"
"3394","TS216","UNIT OFFICE BHODAN","TS:Telangana"
"3395","TS301","UNIT OFFICE NIRMAL","TS:Telangana"
"3396","TS302","UNIT OFFICE PEDDAPALLI","TS:Telangana"
"3397","TS304","UNIT OFFICE SATTUPALLI","TS:Telangana"
"3398","TS305","UNIT OFFICE MIRYALAGUDA","TS:Telangana"
"3399","TS306","UNIT OFFICE PEBBAIR","TS:Telangana"
"3400","TS307","UNIT OFFICE KUKATPALLY","TS:Telangana"
"3401","TS315","UNIT OFFICE MEDAK","TS:Telangana"
"3402","TS316","UNIT OFFICE KAMAREDDY","TS:Telangana"
"3403","TS402","UNIT OFFICE RAMAGUNDAM","TS:Telangana"
"3404","TS404","UNIT OFFICE WYRA","TS:Telangana"
"3405","TS405","UNIT OFFICE SURYAPET","TS:Telangana"
"3406","TS406","UNIT OFFICE SHADNAGAR","TS:Telangana"
"3407","TS415","UNIT OFFICE PATANCHERUVU","TS:Telangana"
"3408","TS502","UNIT OFFICE SIRICILLA","TS:Telangana"
"3409","TS602","UNIT OFFICE KORUTLA","TS:Telangana"
"3410","TR01","JTC,AGARTALA","TR:Tripura"
"3411","TR02","DTO, UNAKOTI KAILASHAHAR","TR:Tripura"
"3412","TR03","DTO,SOUTH TRIPURA","TR:Tripura"
"3413","TR04","DTO,DHALAI","TR:Tripura"
"3414","TR05","DTO, NORTH TRIPURA DHARMANAGAR","TR:Tripura"
"3415","TR06"," DTO, TELIAMURA","TR:Tripura"
"3416","TR07"," DTO, BISHRAMGANJ","TR:Tripura"
"3417","TR08"," DTO, SOUTH TRIPURA","TR:Tripura"
"3418","TRA02","DTO,KAILASHAHAR-NORTHTRIPURA","TR:Tripura"
"3419","TRB02","DTO,DHARMANAGAR-NORTHTRIPURA","TR:Tripura"
"3420","UA07","RTO, DEHRADUN","UA:UA-Uttarakhand"
"3421","UK01","RTO, ALMORA","UK:Uttarakhand"
"3422","UK02","SUB RTO, BAGESHWAR","UK:Uttarakhand"
"3423","UK03","SUB RTO, TANAKPUR,CHAMPAWAT","UK:Uttarakhand"
"3424","UK04","RTO, HALDWANI,NAINITAL","UK:Uttarakhand"
"3425","UK05","SUB RTO, PITHORAGARH","UK:Uttarakhand"
"3426","UK06","SUB RTO, UDHAMSINGH NAGAR","UK:Uttarakhand"
"3427","UK08","SUB RTO, HARIDWAR","UK:Uttarakhand"
"3428","UK09","SUB RTO, TEHRI","UK:Uttarakhand"
"3429","UK10","SUB RTO, UTTARKASHI","UK:Uttarakhand"
"3430","UK11","SUB RTO, KARANPRAYAG,CHAMOLI","UK:Uttarakhand"
"3431","UK12","RTO, PAURI","UK:Uttarakhand"
"3432","UK13","SUB RTO, RUDRAPRAYAG","UK:Uttarakhand"
"3433","UK14","SUB RTO, RISHIKESH,DEHRADUN","UK:Uttarakhand"
"3434","UK15","SUB RTO, KOTDWAR,PAURI","UK:Uttarakhand"
"3435","UK17","ARTO ROORKEE","UK:Uttarakhand"
"3559","AP02","RTA ANANTAPUR","AP:Andhra Pradesh"
"3560","AP03","RTA CHITTOOR","AP:Andhra Pradesh"
"3561","AP04","RTA CUDDAPAH","AP:Andhra Pradesh"
"3562","AP05","RTA EAST GODAVARI-KAKINADA","AP:Andhra Pradesh"
"3563","AP07","RTA GUNTUR","AP:Andhra Pradesh"
"3564","TS01","RTA ADILABAD","TS:Telangana"
"3565","TS02","RTA KARIMNAGAR","TS:Telangana"
"3566","TS03","RTA WARANGAL","TS:Telangana"
"3567","TS04","RTA KHAMMAM","TS:Telangana"
"3568","TS05","RTA NALGONDA","TS:Telangana"
"3569","TS06","RTA MAHABOOBNAGAR","TS:Telangana"
"3570","TS07","RTA RANGAREDDY","TS:Telangana"
"3571","TS08","RTA RANGAREDDY EAST","TS:Telangana"
"3572","TS09","RTA-HYDERABAD-CZ","TS:Telangana"
"3573","AP02","RTA ANANTAPUR","AP:Andhra Pradesh"
"3574","AP03","RTA CHITTOOR","AP:Andhra Pradesh"
"3575","AP04","RTA CUDDAPAH","AP:Andhra Pradesh"
"3576","AP05","RTA EAST GODAVARI-KAKINADA","AP:Andhra Pradesh"
"3577","AP07","RTA GUNTUR","AP:Andhra Pradesh"
"3578","AP16","RTA VIJAYAWADA","AP:Andhra Pradesh"
"3579","AP21","RTA KURNOOL","AP:Andhra Pradesh"
"3580","AP26","RTA NELLORE","AP:Andhra Pradesh"
"3581","AP27","RTA PRAKASAM","AP:Andhra Pradesh"
"3582","AP30","RTA SRIKAKULAM","AP:Andhra Pradesh"
"3583","AP31","RTA VISHAKAPATNAM","AP:Andhra Pradesh"
"3584","AP35","RTA VIZIANAGARAM","AP:Andhra Pradesh"
"3585","AP37","RTA WEST GODAVARI - ELURU","AP:Andhra Pradesh"
"3586","OD2K","ASST.RTO,KHURDA","OD:Odisha"
"3587","OD9B","ADDL.RTO,BARBIL","OD:Odisha"
"3588","PY1B","BAHOUR","PY:Pondicherry"
"3589","PY5V","THIRUBHUVANAI","PY:Pondicherry"
"3590","RJ2A","SUB OFFICE, BEHROR","RJ:Rajasthan"
"3591","RJ5A","SUB OFFICE, DEEG","RJ:Rajasthan"
"3592","GJ1W","WIAA,AHMEDABAD","GJ:Gujarat"
"3593","TS01","RTA ADILABAD","TS:Telangana"
"3594","TS02","RTA KARIMNAGAR","TS:Telangana"
"3595","TS03","RTA WARANGAL","TS:Telangana"
"3596","TS04","RTA KHAMMAM","TS:Telangana"
"3597","TS05","RTA NALGONDA","TS:Telangana"
"3598","TS06","RTA MAHABOOBNAGAR","TS:Telangana"
"3599","TS07","RTA RANGAREDDY","TS:Telangana"
"3600","TS08","RTA RANGAREDDY EAST","TS:Telangana"
"3601","TS09","RTA-HYDERABAD-CZ","TS:Telangana"
"3602","TS10","RTA-HYDERABAD-NZ","TS:Telangana"
"3603","TS11","RTA-HYDERABAD-EZ","TS:Telangana"
"3604","TS12","RTA-HYDERABAD-SZ","TS:Telangana"
"2886","KL66","SRTO,KUTTANADU","KL:Kerala"
"2887","KL67","SRTO, UZHAVOOR","KL:Kerala"
"2888","KL68","SRTO, DEVIKULAM","KL:Kerala"
"2889","KL69","SRTO, UDUMBANCHOLA","KL:Kerala"
"2890","KL70","SRTO,CHITTUR","KL:Kerala"
"2891","KL71","SRTO, NILAMBUR","KL:Kerala"
"2892","KL72","SRTO, MANANTHAVADY","KL:Kerala"
"2893","KL73","SRTO, SULTHANBATHERY","KL:Kerala"
"2894","LD01","RTO,KAVARATTI","LD:Lakshadweep"
"2895","MP04","RTO,BHOPAL RTO","MP:Madhya Pradesh"
"2896","MP05","RTO,HOSHANGABAD RTO","MP:Madhya Pradesh"
"2897","MP06","RTO,MORENA RTO","MP:Madhya Pradesh"
"2898","MP07","RTO,GWALIOR RTO","MP:Madhya Pradesh"
"2899","MP08","ADDL.RTO,GUNA ARTO","MP:Madhya Pradesh"
"2900","MP09","RTO,INDORE RTO","MP:Madhya Pradesh"
"2901","MP10","ADDL.RTO,KHARGONE ARTO","MP:Madhya Pradesh"
"2902","MP11","ADDL.RTO,DHAR ARTO","MP:Madhya Pradesh"
"2903","MP12","ADDL.RTO,KHANDWA ARTO","MP:Madhya Pradesh"
"2904","MP13","RTO,UJJAIN RTO","MP:Madhya Pradesh"
"2905","MP14","ADDL.RTO,MANDSAUR ARTO","MP:Madhya Pradesh"
"2906","MP15","RTO,SAGAR RTO","MP:Madhya Pradesh"
"2907","MP16","ADDL.RTO,CHATTARPUR  ARTO","MP:Madhya Pradesh"
"2908","MP17","RTO,REWA RTO","MP:Madhya Pradesh"
"2909","MP18","RTO,SHAHDOL RTO","MP:Madhya Pradesh"
"2910","MP19","ADDL.RTO,SATNA ARTO","MP:Madhya Pradesh"
"2911","MP20","RTO,JABALPUR RTO","MP:Madhya Pradesh"
"2912","MP21","ADDL.RTO,KATNI ARTO","MP:Madhya Pradesh"
"2913","MP22","ADDL.RTO,SEONI ARTO","MP:Madhya Pradesh"
"2914","MP28","ADDL.RTO,CHHINDWARA ARTO","MP:Madhya Pradesh"
"2915","MP30","DTO,BHIND DTO","MP:Madhya Pradesh"
"2916","MP31","DTO,SHEOPUR DTO","MP:Madhya Pradesh"
"2917","MP32","DTO,DATIA DTO","MP:Madhya Pradesh"
"2918","MP33","DTO,SHIVPURI DTO","MP:Madhya Pradesh"
"2919","MP34","DTO,DAMOH DTO","MP:Madhya Pradesh"
"2920","MP35","DTO,PANNA DTO","MP:Madhya Pradesh"
"2921","MP36","DTO,TIKAMGARH DTO","MP:Madhya Pradesh"
"2922","MP37","DTO,SEHORE DTO","MP:Madhya Pradesh"
"2923","MP38","DTO,RAISEN DTO","MP:Madhya Pradesh"
"2924","MP39","DTO,RAJGARH DTO","MP:Madhya Pradesh"
"2925","MP40","DTO,VIDISHA DTO","MP:Madhya Pradesh"
"2926","MP41","DTO,DEWAS DTO","MP:Madhya Pradesh"
"2927","MP42","DTO,SHAJAPUR DTO","MP:Madhya Pradesh"
"2928","MP43","DTO,RATLAM DTO","MP:Madhya Pradesh"
"2929","MP44","DTO,NEEMUCH DTO","MP:Madhya Pradesh"
"2930","MP45","DTO,JHABUA DTO","MP:Madhya Pradesh"
"2931","MP46","DTO,BADWANI DTO","MP:Madhya Pradesh"
"2932","MP47","DTO,HARDA DTO","MP:Madhya Pradesh"
"2933","MP48","DTO,BETUL DTO","MP:Madhya Pradesh"
"2934","MP49","DTO,NARSINGHPUR DTO","MP:Madhya Pradesh"
"2935","MP50","DTO,BALAGHAT DTO","MP:Madhya Pradesh"
"2936","MP51","DTO,MANDLA DTO","MP:Madhya Pradesh"
"2937","MP52","DTO,DINDORI DTO","MP:Madhya Pradesh"
"2938","MP53","DTO,SIDHI DTO","MP:Madhya Pradesh"
"2939","MP54","DTO,UMARIA DTO","MP:Madhya Pradesh"
"2940","MH01","RTO,MUMBAI CENTRAL","MH:Maharashtra"
"2941","MH02","RTO,MUMBAI (WEST","MH:Maharashtra"
"2942","MH03","RTO,MUMBAI (EAST)","MH:Maharashtra"
"2943","MH04","RTO,THANE","MH:Maharashtra"
"2944","MH05","DY.RTO,KALYAN","MH:Maharashtra"
"2945","MH06","DY.RTO,PEN(RAIGAD)","MH:Maharashtra"
"2946","MH07","DY.RTO,SINDHUDURG","MH:Maharashtra"
"2947","MH08","DY.RTO,RATNAGIRI","MH:Maharashtra"
"2948","MH09","RTO,KOLHAPUR","MH:Maharashtra"
"2949","MH10","DY.RTO,SANGLI","MH:Maharashtra"
"2950","MH11","DY.RTO,SATARA","MH:Maharashtra"
"2951","MH12","RTO,PUNE","MH:Maharashtra"
"2952","MH13","DY.RTO,SOLAPUR","MH:Maharashtra"
"2953","MH14","DY.RTO,PIMPRI-CHINCHWAD","MH:Maharashtra"
"2954","MH15","RTO,NASHIK","MH:Maharashtra"
"2955","MH16","DY.RTO,AHMEDNAGAR","MH:Maharashtra"
"2956","MH17","DY.RTO,SHRIRAMPUR","MH:Maharashtra"
"2957","MH18","DY.RTO,DHULE","MH:Maharashtra"
"2958","MH19","DY.RTO,JALGAON","MH:Maharashtra"
"2959","MH20","RTO,AURANGABAD","MH:Maharashtra"
"2960","MH21","DY.RTO,JALNA","MH:Maharashtra"
"2961","MH22","DY.RTO,PARBHANI","MH:Maharashtra"
"2962","MH23","DY.RTO,BEED","MH:Maharashtra"
"2963","MH24","RTO,LATUR","MH:Maharashtra"
"2964","MH25","DY.RTO,OSMANABAD","MH:Maharashtra"
"2965","MH26","RTO,NANDED","MH:Maharashtra"
"2966","MH27","RTO,AMRAVATI","MH:Maharashtra"
"2967","MH28","DY.RTO,BULDHANA","MH:Maharashtra"
"2968","MH29","DY.RTO,YAWATMAL","MH:Maharashtra"
"2969","MH30","DY.RTO,AKOLA","MH:Maharashtra"
"2970","MH31","RTO,NAGPUR (URBAN)","MH:Maharashtra"
"2971","MH32","DY. RTO,WARDHA","MH:Maharashtra"
"2972","MH33","DY. RTO,GADCHIROLI","MH:Maharashtra"
"2973","MH34","DY. RTO,CHANDRAPUR","MH:Maharashtra"
"2974","MH35","DY. RTO,GONDIA","MH:Maharashtra"
"2975","MH36","DY. RTO,BHANDARA","MH:Maharashtra"
"2976","MH37","DY. RTO,VASHIM","MH:Maharashtra"
"2977","MH38","DY. RTO,HINGOLI","MH:Maharashtra"
"2978","MH39","DY. RTO,NANDURBAR","MH:Maharashtra"
"2979","MH40","RTO,NAGPUR (RURAL)","MH:Maharashtra"
"2980","MH41","DY.RTO,MALEGAON","MH:Maharashtra"
"2981","MH42","DY.RTO,BARAMATI","MH:Maharashtra"
"2982","MH43","DY.RTO,VASHI","MH:Maharashtra"
"2983","MH44","DY.RTO,AMBEJOGAI","MH:Maharashtra"
"2984","MH45","DY.RTO,AKLUJ","MH:Maharashtra"
"2985","MH46","RTO, PANVEL","MH:Maharashtra"
"2986","MH47","DY.RTO,BORIVALI","MH:Maharashtra"
"2987","MH48","DY. RTO VASAI-VIRAR","MH:Maharashtra"
